date,status,price,buy_conf,action,sell_conf
2024-04-02,holding,20466.57,0.0,hold,0.999984860420227
2024-04-02,check_buy,20466.57,1.0,wait,
2024-04-03,holding,20337.6,0.0,hold,0.9999847412109375
2024-04-03,holding,20337.6,0.0,hold,0.9999847412109375
2024-04-03,holding,20337.6,0.0,hold,0.999984860420227
2024-04-03,holding,20337.6,0.0,hold,0.999984860420227
2024-04-03,holding,20337.6,0.0,hold,0.999984860420227
2024-04-03,holding,20337.6,0.0,hold,0.999984860420227
2024-04-03,holding,20337.6,0.0,hold,0.999984860420227
2024-04-03,holding,20337.6,0.0,hold,0.999984860420227
2024-04-03,holding,20337.6,0.0,hold,0.999984860420227
2024-04-03,holding,20337.6,0.0,hold,0.999984860420227
2024-04-03,check_buy,20337.6,1.0,wait,
2024-04-08,holding,20417.7,0.0,hold,0.999984860420227
2024-04-08,holding,20417.7,0.0,hold,0.999984860420227
2024-04-08,holding,20417.7,0.0,hold,0.999984860420227
2024-04-08,holding,20417.7,0.0,hold,0.999984860420227
2024-04-08,holding,20417.7,0.0,hold,0.999984860420227
2024-04-08,holding,20417.7,0.0,hold,0.999984860420227
2024-04-08,holding,20417.7,0.0,hold,0.999984860420227
2024-04-08,holding,20417.7,0.0,hold,0.999984860420227
2024-04-08,holding,20417.7,0.0,hold,0.999984860420227
2024-04-08,holding,20417.7,0.0,hold,0.999984860420227
2024-04-08,check_buy,20417.7,1.0,wait,
2024-04-09,holding,20796.2,0.0,hold,0.999984860420227
2024-04-09,holding,20796.2,0.0,hold,0.999984860420227
2024-04-09,holding,20796.2,0.0,hold,0.999984860420227
2024-04-09,holding,20796.2,0.0,hold,0.999984860420227
2024-04-09,holding,20796.2,0.0,hold,0.999984860420227
2024-04-09,holding,20796.2,0.0,hold,0.999984860420227
2024-04-09,holding,20796.2,0.0,hold,0.999984860420227
2024-04-09,holding,20796.2,0.0,hold,0.999984860420227
2024-04-09,holding,20796.2,0.0,hold,0.999984860420227
2024-04-09,holding,20796.2,0.0,hold,0.999984860420227
2024-04-09,check_buy,20796.2,1.0,wait,
2024-04-10,holding,20763.53,0.0,hold,0.999984860420227
2024-04-10,holding,20763.53,0.0,hold,0.999984860420227
2024-04-10,holding,20763.53,0.0,hold,0.999984860420227
2024-04-10,holding,20763.53,0.0,hold,0.999984860420227
2024-04-10,holding,20763.53,0.0,hold,0.999984860420227
2024-04-10,holding,20763.53,0.0,hold,0.999984860420227
2024-04-10,holding,20763.53,0.0,hold,0.999984860420227
2024-04-10,holding,20763.53,0.0,hold,0.999984860420227
2024-04-10,holding,20763.53,0.0,hold,0.999984860420227
2024-04-10,holding,20763.53,0.0,hold,0.999984860420227
2024-04-10,check_buy,20763.53,1.0,wait,
2024-04-11,holding,20753.22,0.0,hold,0.999984860420227
2024-04-11,holding,20753.22,0.0,hold,0.999984860420227
2024-04-11,holding,20753.22,0.0,hold,0.999984860420227
2024-04-11,holding,20753.22,0.0,hold,0.999984860420227
2024-04-11,holding,20753.22,0.0,hold,0.999984860420227
2024-04-11,holding,20753.22,0.0,hold,0.999984860420227
2024-04-11,holding,20753.22,0.0,hold,0.999984860420227
2024-04-11,holding,20753.22,0.0,hold,0.999984860420227
2024-04-11,holding,20753.22,0.0,hold,0.999984860420227
2024-04-11,holding,20753.22,0.0,hold,0.999984860420227
2024-04-11,check_buy,20753.22,1.0,wait,
2024-04-12,holding,20736.57,0.0,hold,0.999984860420227
2024-04-12,holding,20736.57,0.0,hold,0.999984860420227
2024-04-12,holding,20736.57,0.0,hold,0.999984860420227
2024-04-12,holding,20736.57,0.0,hold,0.999984860420227
2024-04-12,holding,20736.57,0.0,hold,0.999984860420227
2024-04-12,holding,20736.57,0.0,hold,0.999984860420227
2024-04-12,holding,20736.57,0.0,hold,0.999984860420227
2024-04-12,holding,20736.57,0.0,hold,0.999984860420227
2024-04-12,holding,20736.57,0.0,hold,0.999984860420227
2024-04-12,holding,20736.57,0.0,hold,0.999984860420227
2024-04-12,check_buy,20736.57,1.0,wait,
2024-04-15,holding,20449.77,0.0,hold,0.999984860420227
2024-04-15,holding,20449.77,0.0,hold,0.999984860420227
2024-04-15,holding,20449.77,0.0,hold,0.999984860420227
2024-04-15,holding,20449.77,0.0,hold,0.999984860420227
2024-04-15,holding,20449.77,0.0,hold,0.999984860420227
2024-04-15,holding,20449.77,0.0,hold,0.999984860420227
2024-04-15,holding,20449.77,0.0,hold,0.999984860420227
2024-04-15,holding,20449.77,0.0,hold,0.999984860420227
2024-04-15,holding,20449.77,0.0,hold,0.999984860420227
2024-04-15,holding,20449.77,0.0,hold,0.999984860420227
2024-04-15,check_buy,20449.77,1.0,wait,
2024-04-16,holding,19901.96,0.0,hold,0.9999847412109375
2024-04-16,holding,19901.96,0.0,hold,0.999984860420227
2024-04-16,holding,19901.96,0.0,hold,0.999984860420227
2024-04-16,holding,19901.96,0.0,hold,0.999984860420227
2024-04-16,holding,19901.96,0.0,hold,0.999984860420227
2024-04-16,holding,19901.96,0.0,hold,0.999984860420227
2024-04-16,holding,19901.96,0.0,hold,0.999984860420227
2024-04-16,holding,19901.96,0.0,hold,0.999984860420227
2024-04-16,holding,19901.96,0.0,hold,0.999984860420227
2024-04-16,holding,19901.96,0.0,hold,0.999984860420227
2024-04-16,check_buy,19901.96,0.9996368885040283,BUY,
2024-04-17,holding,20213.33,0.0,hold,0.9999847412109375
2024-04-17,holding,20213.33,0.0,hold,0.9999847412109375
2024-04-17,holding,20213.33,0.0,hold,0.9999847412109375
2024-04-17,holding,20213.33,0.0,hold,0.9999847412109375
2024-04-17,holding,20213.33,0.0,hold,0.9999847412109375
2024-04-17,holding,20213.33,0.0,hold,0.9999847412109375
2024-04-17,holding,20213.33,0.0,hold,0.9999847412109375
2024-04-17,holding,20213.33,0.0,hold,0.9999847412109375
2024-04-17,holding,20213.33,0.0,hold,0.9999847412109375
2024-04-17,holding,20213.33,0.0,hold,0.9999847412109375
2024-04-17,holding,20213.33,0.0,hold,0.9999847412109375
2024-04-17,check_buy,20213.33,0.9999996423721313,wait,
2024-04-18,holding,20301.2,0.0,hold,0.9999847412109375
2024-04-18,holding,20301.2,0.0,hold,0.9999847412109375
2024-04-18,holding,20301.2,0.0,hold,0.9999847412109375
2024-04-18,holding,20301.2,0.0,hold,0.9999847412109375
2024-04-18,holding,20301.2,0.0,hold,0.999984860420227
2024-04-18,holding,20301.2,0.0,hold,0.999984860420227
2024-04-18,holding,20301.2,0.0,hold,0.999984860420227
2024-04-18,holding,20301.2,0.0,hold,0.999984860420227
2024-04-18,holding,20301.2,0.0,hold,0.999984860420227
2024-04-18,holding,20301.2,0.0,hold,0.999984860420227
2024-04-18,holding,20301.2,0.0,hold,0.999984860420227
2024-04-18,check_buy,20301.2,1.0,wait,
2024-04-19,holding,19527.12,0.0,hold,0.999984860420227
2024-04-19,holding,19527.12,0.0,hold,0.999984860420227
2024-04-19,holding,19527.12,0.0,hold,0.999984860420227
2024-04-19,holding,19527.12,0.0,hold,0.999984860420227
2024-04-19,holding,19527.12,0.0,hold,0.999984860420227
2024-04-19,holding,19527.12,0.0,hold,0.999984860420227
2024-04-19,holding,19527.12,0.0,hold,0.999984860420227
2024-04-19,holding,19527.12,0.0,hold,0.999984860420227
2024-04-19,holding,19527.12,0.0,hold,0.999984860420227
2024-04-19,holding,19527.12,0.0,hold,0.999984860420227
2024-04-19,holding,19527.12,0.0,hold,0.999984860420227
2024-04-19,check_buy,19527.12,0.9970570802688599,wait,
2024-04-22,holding,19411.22,0.0,hold,0.9999847412109375
2024-04-22,holding,19411.22,0.0,hold,0.9999847412109375
2024-04-22,holding,19411.22,0.0,hold,0.9999847412109375
2024-04-22,holding,19411.22,0.0,hold,0.9999847412109375
2024-04-22,holding,19411.22,0.0,hold,0.9999847412109375
2024-04-22,holding,19411.22,0.0,hold,0.9999847412109375
2024-04-22,holding,19411.22,0.0,hold,0.9999847412109375
2024-04-22,holding,19411.22,0.0,hold,0.9999847412109375
2024-04-22,holding,19411.22,0.0,hold,0.9999847412109375
2024-04-22,holding,19411.22,0.0,hold,0.9999847412109375
2024-04-22,holding,19411.22,0.0,hold,0.9999847412109375
2024-04-22,check_buy,19411.22,1.0,wait,
2024-04-23,holding,19599.28,0.0,hold,0.9999847412109375
2024-04-23,holding,19599.28,0.0,hold,0.9999847412109375
2024-04-23,holding,19599.28,0.0,hold,0.9999847412109375
2024-04-23,holding,19599.28,0.0,hold,0.9999847412109375
2024-04-23,holding,19599.28,0.0,hold,0.9999847412109375
2024-04-23,holding,19599.28,0.0,hold,0.9999847412109375
2024-04-23,holding,19599.28,0.0,hold,0.9999847412109375
2024-04-23,holding,19599.28,0.0,hold,0.9999847412109375
2024-04-23,holding,19599.28,0.0,hold,0.9999847412109375
2024-04-23,holding,19599.28,0.0,hold,0.9999847412109375
2024-04-23,holding,19599.28,0.0,hold,0.9999847412109375
2024-04-23,check_buy,19599.28,1.0,wait,
2024-04-24,holding,20131.74,0.0,hold,0.9999847412109375
2024-04-24,holding,20131.74,0.0,hold,0.9999847412109375
2024-04-24,holding,20131.74,0.0,hold,0.9999847412109375
2024-04-24,holding,20131.74,0.0,hold,0.9999847412109375
2024-04-24,holding,20131.74,0.0,hold,0.9999847412109375
2024-04-24,holding,20131.74,0.0,hold,0.9999847412109375
2024-04-24,holding,20131.74,0.0,hold,0.9999847412109375
2024-04-24,holding,20131.74,0.0,hold,0.9999847412109375
2024-04-24,holding,20131.74,0.0,hold,0.9999847412109375
2024-04-24,holding,20131.74,0.0,hold,0.9999847412109375
2024-04-24,holding,20131.74,0.0,hold,0.9999847412109375
2024-04-24,check_buy,20131.74,1.0,wait,
2024-04-25,holding,19857.42,0.0,hold,0.9999847412109375
2024-04-25,holding,19857.42,0.0,hold,0.9999847412109375
2024-04-25,holding,19857.42,0.0,hold,0.9999847412109375
2024-04-25,holding,19857.42,0.0,hold,0.9999847412109375
2024-04-25,holding,19857.42,0.0,hold,0.9999847412109375
2024-04-25,holding,19857.42,0.0,hold,0.9999847412109375
2024-04-25,holding,19857.42,0.0,hold,0.9999847412109375
2024-04-25,holding,19857.42,0.0,hold,0.9999847412109375
2024-04-25,holding,19857.42,0.0,hold,0.9999847412109375
2024-04-25,holding,19857.42,0.0,hold,0.9999847412109375
2024-04-25,holding,19857.42,0.0,hold,0.9999847412109375
2024-04-25,check_buy,19857.42,1.0,wait,
2024-04-26,holding,20120.51,0.0,hold,0.9999847412109375
2024-04-26,holding,20120.51,0.0,hold,0.9999847412109375
2024-04-26,holding,20120.51,0.0,hold,0.9999847412109375
2024-04-26,holding,20120.51,0.0,hold,0.9999847412109375
2024-04-26,holding,20120.51,0.0,hold,0.9999847412109375
2024-04-26,holding,20120.51,0.0,hold,0.9999847412109375
2024-04-26,holding,20120.51,0.0,hold,0.9999847412109375
2024-04-26,holding,20120.51,0.0,hold,0.9999847412109375
2024-04-26,holding,20120.51,0.0,hold,0.9999847412109375
2024-04-26,holding,20120.51,0.0,hold,0.9999847412109375
2024-04-26,holding,20120.51,0.0,hold,0.9999847412109375
2024-04-26,check_buy,20120.51,1.0,wait,
2024-04-29,holding,20495.52,0.0,hold,0.9999847412109375
2024-04-29,holding,20495.52,0.0,hold,0.9999847412109375
2024-04-29,holding,20495.52,0.0,hold,0.9999847412109375
2024-04-29,holding,20495.52,0.0,hold,0.9999847412109375
2024-04-29,holding,20495.52,0.0,hold,0.9999847412109375
2024-04-29,holding,20495.52,0.0,hold,0.9999847412109375
2024-04-29,holding,20495.52,0.0,hold,0.9999847412109375
2024-04-29,holding,20495.52,0.0,hold,0.9999847412109375
2024-04-29,holding,20495.52,0.0,hold,0.9999847412109375
2024-04-29,holding,20495.52,0.0,hold,0.999984860420227
2024-04-29,holding,20495.52,0.0,hold,0.999984860420227
2024-04-29,check_buy,20495.52,1.0,wait,
2024-04-30,holding,20396.6,0.0,hold,0.9999847412109375
2024-04-30,holding,20396.6,0.0,hold,0.9999847412109375
2024-04-30,holding,20396.6,0.0,hold,0.9999847412109375
2024-04-30,holding,20396.6,0.0,hold,0.9999847412109375
2024-04-30,holding,20396.6,0.0,hold,0.9999847412109375
2024-04-30,holding,20396.6,0.0,hold,0.9999847412109375
2024-04-30,holding,20396.6,0.0,hold,0.9999847412109375
2024-04-30,holding,20396.6,0.0,hold,0.9999847412109375
2024-04-30,holding,20396.6,0.0,hold,0.9999847412109375
2024-04-30,holding,20396.6,0.0,hold,0.9999847412109375
2024-04-30,holding,20396.6,0.0,hold,0.9999847412109375
2024-04-30,check_buy,20396.6,1.0,wait,
2024-05-02,holding,20222.44,0.0,hold,0.9999847412109375
2024-05-02,holding,20222.44,0.0,hold,0.9999847412109375
2024-05-02,holding,20222.44,0.0,hold,0.9999847412109375
2024-05-02,holding,20222.44,0.0,hold,0.9999847412109375
2024-05-02,holding,20222.44,0.0,hold,0.9999847412109375
2024-05-02,holding,20222.44,0.0,hold,0.9999847412109375
2024-05-02,holding,20222.44,0.0,hold,0.9999847412109375
2024-05-02,holding,20222.44,0.0,hold,0.9999847412109375
2024-05-02,holding,20222.44,0.0,hold,0.9999847412109375
2024-05-02,holding,20222.44,0.0,hold,0.9999847412109375
2024-05-02,holding,20222.44,0.0,hold,0.9999847412109375
2024-05-02,check_buy,20222.44,1.0,wait,
2024-05-03,holding,20330.32,0.0,hold,0.9999847412109375
2024-05-03,holding,20330.32,0.0,hold,0.9999847412109375
2024-05-03,holding,20330.32,0.0,hold,0.9999847412109375
2024-05-03,holding,20330.32,0.0,hold,0.9999847412109375
2024-05-03,holding,20330.32,0.0,hold,0.9999847412109375
2024-05-03,holding,20330.32,0.0,hold,0.9999847412109375
2024-05-03,holding,20330.32,0.0,hold,0.9999847412109375
2024-05-03,holding,20330.32,0.0,hold,0.9999847412109375
2024-05-03,holding,20330.32,0.0,hold,0.9999847412109375
2024-05-03,holding,20330.32,0.0,hold,0.9999847412109375
2024-05-03,holding,20330.32,0.0,hold,0.999984860420227
2024-05-03,check_buy,20330.32,1.0,wait,
2024-05-06,holding,20523.31,0.0,hold,0.9999847412109375
2024-05-06,holding,20523.31,0.0,hold,0.9999847412109375
2024-05-06,holding,20523.31,0.0,hold,0.9999847412109375
2024-05-06,holding,20523.31,0.0,hold,0.9999847412109375
2024-05-06,holding,20523.31,0.0,hold,0.999984860420227
2024-05-06,holding,20523.31,0.0,hold,0.999984860420227
2024-05-06,holding,20523.31,0.0,hold,0.999984860420227
2024-05-06,holding,20523.31,0.0,hold,0.999984860420227
2024-05-06,holding,20523.31,0.0,hold,0.999984860420227
2024-05-06,holding,20523.31,0.0,hold,0.999984860420227
2024-05-06,holding,20523.31,0.0,hold,0.999984860420227
2024-05-06,check_buy,20523.31,1.0,wait,
2024-05-07,holding,20653.53,0.0,hold,0.9999847412109375
2024-05-07,holding,20653.53,0.0,hold,0.9999847412109375
2024-05-07,holding,20653.53,0.0,hold,0.9999847412109375
2024-05-07,holding,20653.53,0.0,hold,0.999984860420227
2024-05-07,holding,20653.53,0.0,hold,0.999984860420227
2024-05-07,holding,20653.53,0.0,hold,0.999984860420227
2024-05-07,holding,20653.53,0.0,hold,0.999984860420227
2024-05-07,holding,20653.53,0.0,hold,0.999984860420227
2024-05-07,holding,20653.53,0.0,hold,0.999984860420227
2024-05-07,holding,20653.53,0.0,hold,0.999984860420227
2024-05-07,holding,20653.53,0.0,hold,0.999984860420227
2024-05-07,check_buy,20653.53,1.0,wait,
2024-05-08,holding,20700.51,0.0,hold,0.999984860420227
2024-05-08,holding,20700.51,0.0,hold,0.999984860420227
2024-05-08,holding,20700.51,0.0,hold,0.999984860420227
2024-05-08,holding,20700.51,0.0,hold,0.999984860420227
2024-05-08,holding,20700.51,0.0,hold,0.999984860420227
2024-05-08,holding,20700.51,0.0,hold,0.999984860420227
2024-05-08,holding,20700.51,0.0,hold,0.999984860420227
2024-05-08,holding,20700.51,0.0,hold,0.999984860420227
2024-05-08,holding,20700.51,0.0,hold,0.999984860420227
2024-05-08,holding,20700.51,0.0,hold,0.999984860420227
2024-05-08,holding,20700.51,0.0,hold,0.999984860420227
2024-05-08,check_buy,20700.51,1.0,wait,
2024-05-09,holding,20560.77,0.0,hold,0.9999847412109375
2024-05-09,holding,20560.77,0.0,hold,0.9999847412109375
2024-05-09,holding,20560.77,0.0,hold,0.9999847412109375
2024-05-09,holding,20560.77,0.0,hold,0.9999847412109375
2024-05-09,holding,20560.77,0.0,hold,0.9999847412109375
2024-05-09,holding,20560.77,0.0,hold,0.999984860420227
2024-05-09,holding,20560.77,0.0,hold,0.999984860420227
2024-05-09,holding,20560.77,0.0,hold,0.999984860420227
2024-05-09,holding,20560.77,0.0,hold,0.999984860420227
2024-05-09,holding,20560.77,0.0,hold,0.999984860420227
2024-05-09,holding,20560.77,0.0,hold,0.999984860420227
2024-05-09,check_buy,20560.77,0.9999955892562866,wait,
2024-05-10,holding,20708.84,0.0,hold,0.999984860420227
2024-05-10,holding,20708.84,0.0,hold,0.999984860420227
2024-05-10,holding,20708.84,0.0,hold,0.999984860420227
2024-05-10,holding,20708.84,0.0,hold,0.999984860420227
2024-05-10,holding,20708.84,0.0,hold,0.999984860420227
2024-05-10,holding,20708.84,0.0,hold,0.999984860420227
2024-05-10,holding,20708.84,0.0,hold,0.999984860420227
2024-05-10,holding,20708.84,0.0,hold,0.999984860420227
2024-05-10,holding,20708.84,0.0,hold,0.999984860420227
2024-05-10,holding,20708.84,0.0,hold,0.999984860420227
2024-05-10,holding,20708.84,0.0,hold,0.999984860420227
2024-05-10,check_buy,20708.84,1.0,wait,
2024-05-13,holding,20857.71,0.0,hold,0.999984860420227
2024-05-13,holding,20857.71,0.0,hold,0.999984860420227
2024-05-13,holding,20857.71,0.0,hold,0.999984860420227
2024-05-13,holding,20857.71,0.0,hold,0.999984860420227
2024-05-13,holding,20857.71,0.0,hold,0.999984860420227
2024-05-13,holding,20857.71,0.0,hold,0.999984860420227
2024-05-13,holding,20857.71,0.0,hold,0.999984860420227
2024-05-13,holding,20857.71,0.0,hold,0.999984860420227
2024-05-13,holding,20857.71,0.0,hold,0.999984860420227
2024-05-13,holding,20857.71,0.0,hold,0.999984860420227
2024-05-13,holding,20857.71,0.0,hold,0.999984860420227
2024-05-13,check_buy,20857.71,1.0,wait,
2024-05-14,holding,20985.85,0.0,hold,0.999984860420227
2024-05-14,holding,20985.85,0.0,hold,0.999984860420227
2024-05-14,holding,20985.85,0.0,hold,0.999984860420227
2024-05-14,holding,20985.85,0.0,hold,0.999984860420227
2024-05-14,holding,20985.85,0.0,hold,0.999984860420227
2024-05-14,holding,20985.85,0.0,hold,0.999984860420227
2024-05-14,holding,20985.85,0.0,hold,0.999984860420227
2024-05-14,holding,20985.85,0.0,hold,0.999984860420227
2024-05-14,holding,20985.85,0.0,hold,0.999984860420227
2024-05-14,holding,20985.85,0.0,hold,0.999984860420227
2024-05-14,holding,20985.85,0.0,hold,0.999984860420227
2024-05-14,check_buy,20985.85,1.0,wait,
2024-05-15,holding,21147.21,0.0,hold,0.999984860420227
2024-05-15,holding,21147.21,0.0,hold,0.999984860420227
2024-05-15,holding,21147.21,0.0,hold,0.999984860420227
2024-05-15,holding,21147.21,0.0,hold,0.999984860420227
2024-05-15,holding,21147.21,0.0,hold,0.999984860420227
2024-05-15,holding,21147.21,0.0,hold,0.999984860420227
2024-05-15,holding,21147.21,0.0,hold,0.999984860420227
2024-05-15,holding,21147.21,0.0,hold,0.999984860420227
2024-05-15,holding,21147.21,0.0,hold,0.999984860420227
2024-05-15,holding,21147.21,0.0,hold,0.999984860420227
2024-05-15,holding,21147.21,0.0,hold,0.999984860420227
2024-05-15,check_buy,21147.21,1.0,wait,
2024-05-16,holding,21304.26,0.0,hold,0.999984860420227
2024-05-16,holding,21304.26,0.0,hold,0.999984860420227
2024-05-16,holding,21304.26,0.0,hold,0.999984860420227
2024-05-16,holding,21304.26,0.0,hold,0.999984860420227
2024-05-16,holding,21304.26,0.0,hold,0.999984860420227
2024-05-16,holding,21304.26,0.0,hold,0.999984860420227
2024-05-16,holding,21304.26,0.0,hold,0.999984860420227
2024-05-16,holding,21304.26,0.0,hold,0.999984860420227
2024-05-16,holding,21304.26,0.0,hold,0.999984860420227
2024-05-16,holding,21304.26,0.0,hold,0.999984860420227
2024-05-16,holding,21304.26,0.0,hold,0.999984860420227
2024-05-16,check_buy,21304.26,1.0,wait,
2024-05-17,holding,21258.47,0.0,hold,0.999984860420227
2024-05-17,holding,21258.47,0.0,hold,0.999984860420227
2024-05-17,holding,21258.47,0.0,hold,0.999984860420227
2024-05-17,holding,21258.47,0.0,hold,0.999984860420227
2024-05-17,holding,21258.47,0.0,hold,0.999984860420227
2024-05-17,holding,21258.47,0.0,hold,0.999984860420227
2024-05-17,holding,21258.47,0.0,hold,0.999984860420227
2024-05-17,holding,21258.47,0.0,hold,0.999984860420227
2024-05-17,holding,21258.47,0.0,hold,0.999984860420227
2024-05-17,holding,21258.47,0.0,hold,0.999984860420227
2024-05-17,holding,21258.47,0.0,hold,0.999984860420227
2024-05-17,check_buy,21258.47,1.0,wait,
2024-05-20,holding,21271.63,0.0,hold,0.999984860420227
2024-05-20,holding,21271.63,0.0,hold,0.999984860420227
2024-05-20,holding,21271.63,0.0,hold,0.999984860420227
2024-05-20,holding,21271.63,0.0,hold,0.999984860420227
2024-05-20,holding,21271.63,0.0,hold,0.999984860420227
2024-05-20,holding,21271.63,0.0,hold,0.999984860420227
2024-05-20,holding,21271.63,0.0,hold,0.999984860420227
2024-05-20,holding,21271.63,0.0,hold,0.999984860420227
2024-05-20,holding,21271.63,0.0,hold,0.999984860420227
2024-05-20,holding,21271.63,0.0,hold,0.999984860420227
2024-05-20,holding,21271.63,0.0,hold,0.999984860420227
2024-05-20,check_buy,21271.63,1.0,wait,
2024-05-21,holding,21236.75,0.0,hold,0.9999847412109375
2024-05-21,holding,21236.75,0.0,hold,0.9999847412109375
2024-05-21,holding,21236.75,0.0,hold,0.9999847412109375
2024-05-21,holding,21236.75,0.0,hold,0.9999847412109375
2024-05-21,holding,21236.75,0.0,hold,0.999984860420227
2024-05-21,holding,21236.75,0.0,hold,0.999984860420227
2024-05-21,holding,21236.75,0.0,hold,0.999984860420227
2024-05-21,holding,21236.75,0.0,hold,0.999984860420227
2024-05-21,holding,21236.75,0.0,hold,0.999984860420227
2024-05-21,holding,21236.75,0.0,hold,0.999984860420227
2024-05-21,holding,21236.75,0.0,hold,0.999984860420227
2024-05-21,check_buy,21236.75,1.0,wait,
2024-05-22,holding,21551.83,0.0,hold,0.999984860420227
2024-05-22,holding,21551.83,0.0,hold,0.999984860420227
2024-05-22,holding,21551.83,0.0,hold,0.999984860420227
2024-05-22,holding,21551.83,0.0,hold,0.999984860420227
2024-05-22,holding,21551.83,0.0,hold,0.999984860420227
2024-05-22,holding,21551.83,0.0,hold,0.999984860420227
2024-05-22,holding,21551.83,0.0,hold,0.999984860420227
2024-05-22,holding,21551.83,0.0,hold,0.999984860420227
2024-05-22,holding,21551.83,0.0,hold,0.999984860420227
2024-05-22,holding,21551.83,0.0,hold,0.999984860420227
2024-05-22,holding,21551.83,0.0,hold,0.999984860420227
2024-05-22,check_buy,21551.83,1.0,wait,
2024-05-23,holding,21607.43,0.0,hold,0.999984860420227
2024-05-23,holding,21607.43,0.0,hold,0.999984860420227
2024-05-23,holding,21607.43,0.0,hold,0.999984860420227
2024-05-23,holding,21607.43,0.0,hold,0.999984860420227
2024-05-23,holding,21607.43,0.0,hold,0.999984860420227
2024-05-23,holding,21607.43,0.0,hold,0.999984860420227
2024-05-23,holding,21607.43,0.0,hold,0.999984860420227
2024-05-23,holding,21607.43,0.0,hold,0.999984860420227
2024-05-23,holding,21607.43,0.0,hold,0.999984860420227
2024-05-23,holding,21607.43,0.0,hold,0.999984860420227
2024-05-23,holding,21607.43,0.0,hold,0.999984860420227
2024-05-23,check_buy,21607.43,1.0,wait,
2024-05-24,holding,21565.34,0.0,hold,0.999984860420227
2024-05-24,holding,21565.34,0.0,hold,0.999984860420227
2024-05-24,holding,21565.34,0.0,hold,0.999984860420227
2024-05-24,holding,21565.34,0.0,hold,0.999984860420227
2024-05-24,holding,21565.34,0.0,hold,0.999984860420227
2024-05-24,holding,21565.34,0.0,hold,0.999984860420227
2024-05-24,holding,21565.34,0.0,hold,0.999984860420227
2024-05-24,holding,21565.34,0.0,hold,0.999984860420227
2024-05-24,holding,21565.34,0.0,hold,0.999984860420227
2024-05-24,holding,21565.34,0.0,hold,0.999984860420227
2024-05-24,holding,21565.34,0.0,SELL,0.999984860420227
2024-05-24,check_buy,21565.34,1.0,wait,
2024-05-27,holding,21803.77,0.0,hold,0.999984860420227
2024-05-27,holding,21803.77,0.0,hold,0.999984860420227
2024-05-27,holding,21803.77,0.0,hold,0.999984860420227
2024-05-27,holding,21803.77,0.0,hold,0.999984860420227
2024-05-27,holding,21803.77,0.0,hold,0.999984860420227
2024-05-27,holding,21803.77,0.0,hold,0.999984860420227
2024-05-27,holding,21803.77,0.0,hold,0.999984860420227
2024-05-27,holding,21803.77,0.0,hold,0.999984860420227
2024-05-27,holding,21803.77,0.0,hold,0.999984860420227
2024-05-27,holding,21803.77,0.0,hold,0.999984860420227
2024-05-27,check_buy,21803.77,0.9989979863166809,wait,
2024-05-28,holding,21858.41,0.0,hold,0.999984860420227
2024-05-28,holding,21858.41,0.0,hold,0.999984860420227
2024-05-28,holding,21858.41,0.0,hold,0.999984860420227
2024-05-28,holding,21858.41,0.0,hold,0.999984860420227
2024-05-28,holding,21858.41,0.0,hold,0.999984860420227
2024-05-28,holding,21858.41,0.0,hold,0.999984860420227
2024-05-28,holding,21858.41,0.0,hold,0.999984860420227
2024-05-28,holding,21858.41,0.0,hold,0.999984860420227
2024-05-28,holding,21858.41,0.0,hold,0.999984860420227
2024-05-28,holding,21858.41,0.0,hold,0.999984860420227
2024-05-28,check_buy,21858.41,1.0,wait,
2024-05-29,holding,21662.5,0.0,hold,0.999984860420227
2024-05-29,holding,21662.5,0.0,hold,0.999984860420227
2024-05-29,holding,21662.5,0.0,hold,0.999984860420227
2024-05-29,holding,21662.5,0.0,hold,0.999984860420227
2024-05-29,holding,21662.5,0.0,hold,0.999984860420227
2024-05-29,holding,21662.5,0.0,hold,0.999984860420227
2024-05-29,holding,21662.5,0.0,hold,0.999984860420227
2024-05-29,holding,21662.5,0.0,hold,0.999984860420227
2024-05-29,holding,21662.5,0.0,hold,0.999984860420227
2024-05-29,holding,21662.5,0.0,hold,0.999984860420227
2024-05-29,check_buy,21662.5,1.0,wait,
2024-05-30,holding,21364.48,0.0,hold,0.9999847412109375
2024-05-30,holding,21364.48,0.0,hold,0.9999847412109375
2024-05-30,holding,21364.48,0.0,hold,0.9999847412109375
2024-05-30,holding,21364.48,0.0,hold,0.9999847412109375
2024-05-30,holding,21364.48,0.0,hold,0.999984860420227
2024-05-30,holding,21364.48,0.0,hold,0.999984860420227
2024-05-30,holding,21364.48,0.0,hold,0.999984860420227
2024-05-30,holding,21364.48,0.0,hold,0.999984860420227
2024-05-30,holding,21364.48,0.0,hold,0.999984860420227
2024-05-30,holding,21364.48,0.0,hold,0.999984860420227
2024-05-30,check_buy,21364.48,1.0,wait,
2024-05-31,holding,21174.22,0.0,hold,0.999984860420227
2024-05-31,holding,21174.22,0.0,hold,0.999984860420227
2024-05-31,holding,21174.22,0.0,hold,0.999984860420227
2024-05-31,holding,21174.22,0.0,hold,0.999984860420227
2024-05-31,holding,21174.22,0.0,hold,0.999984860420227
2024-05-31,holding,21174.22,0.0,hold,0.999984860420227
2024-05-31,holding,21174.22,0.0,hold,0.999984860420227
2024-05-31,holding,21174.22,0.0,hold,0.999984860420227
2024-05-31,holding,21174.22,0.0,hold,0.999984860420227
