Metric,V4_No_Filter,Buy_Hold
Initial_Capital,1000000.0,1000000
Final_Value,1602921.6099999999,1982408.753581944
Total_Return_Pct,60.292160999999986,98.24087535819439
Annualized_Return_Pct,17.392310267228474,26.18316478398266
Sharpe_Ratio,0.9892786324410104,1.21207031369579
Max_Drawdown_Pct,-24.49014696894669,-28.693158639001265
Trades,6.0,N/A
Win_Rate_Pct,66.66666666666666,N/A
Avg_Return_Pct,10.609850810035269,N/A
Avg_Hold_Days,97.83333333333333,N/A
